Ngram,Count,Katz_Prob
"50 శాతం మంది మాత్రం",1,0.5
"శాతం మంది మాత్రం హిందువులు",1,0.5
"మంది మాత్రం హిందువులు .",1,0.5
"మాత్రం హిందువులు . మిగిలిన",1,0.5
"హిందువులు . మిగిలిన శాతంలో",1,0.5
". మిగిలిన శాతంలో క్రిస్టియన్లుగా",1,0.5
"మిగిలిన శాతంలో క్రిస్టియన్లుగా మారిన",1,0.5
"శాతంలో క్రిస్టియన్లుగా మారిన వాళ్లు",1,0.5
"క్రిస్టియన్లుగా మారిన వాళ్లు ఎక్కువగా",1,0.5
"మారిన వాళ్లు ఎక్కువగా ఉన్నారు",1,0.5
"వాళ్లు ఎక్కువగా ఉన్నారు .",1,0.5
"ఎక్కువగా ఉన్నారు . ముస్లింలు",1,0.25
"ఉన్నారు . ముస్లింలు కొద్ది",1,0.5
". ముస్లింలు కొద్ది సంఖ్యలో",1,0.5
"ముస్లింలు కొద్ది సంఖ్యలో ఉంటారు",1,0.5
"కొద్ది సంఖ్యలో ఉంటారు .",1,0.5
"సంఖ్యలో ఉంటారు . </s>",1,0.5
"ఉంటారు . </s> </s>",13,0.9615384615384616
"<s> <s> <s> ఆర్టీసీ",3,0.0003157761778451434
"<s> <s> ఆర్టీసీ సమ్మె",2,0.5
"<s> ఆర్టీసీ సమ్మె నేపథ్యంలో",1,0.25
"ఆర్టీసీ సమ్మె నేపథ్యంలో ఈ",1,0.5
"సమ్మె నేపథ్యంలో ఈ ఎన్నిక",1,0.5
"నేపథ్యంలో ఈ ఎన్నిక ఫలితంపై",1,0.5
"ఈ ఎన్నిక ఫలితంపై సర్వత్ర",1,0.5
"ఎన్నిక ఫలితంపై సర్వత్ర ఆసక్తి",1,0.5
"ఫలితంపై సర్వత్ర ఆసక్తి నెలకొంది",1,0.5
"సర్వత్ర ఆసక్తి నెలకొంది .",1,0.5
"ఆసక్తి నెలకొంది . </s>",1,0.5
"నెలకొంది . </s> </s>",4,0.875
"<s> <s> <s> -",52,0.006504989263609953
"<s> <s> - ఇసుక",1,0.00980392156862745
"<s> - ఇసుక రవాణా",1,0.5
"- ఇసుక రవాణా సమయంలో",1,0.5
"ఇసుక రవాణా సమయంలో సచివాలయం",1,0.5
"రవాణా సమయంలో సచివాలయం ఇచ్చిన",1,0.5
"సమయంలో సచివాలయం ఇచ్చిన పర్మిట్",1,0.5
"సచివాలయం ఇచ్చిన పర్మిట్ కచ్చితంగా",1,0.5
"ఇచ్చిన పర్మిట్ కచ్చితంగా ఉండాలి",1,0.5
"పర్మిట్ కచ్చితంగా ఉండాలి .",1,0.5
"కచ్చితంగా ఉండాలి . నోటిఫై",1,0.5
"ఉండాలి . నోటిఫై చేసిన",1,0.5
". నోటిఫై చేసిన రీచ్ల",1,0.5
"నోటిఫై చేసిన రీచ్ల నుంచి",1,0.5
"చేసిన రీచ్ల నుంచి ఇసుక",1,0.5
"రీచ్ల నుంచి ఇసుక తరలించాలి",1,0.5
"నుంచి ఇసుక తరలించాలి .",1,0.5
"ఇసుక తరలించాలి . </s>",1,0.5
"తరలించాలి . </s> </s>",1,0.5
"<s> <s> <s> 45",1,6.315523556902867e-05
"<s> <s> 45 రోజుల్లో",1,0.5
"<s> 45 రోజుల్లో కేబినెట్",1,0.5
"45 రోజుల్లో కేబినెట్ సబ్",1,0.5
"రోజుల్లో కేబినెట్ సబ్ కమిటీ",1,0.5
"కేబినెట్ సబ్ కమిటీ ప్రాథమిక",1,0.5
"సబ్ కమిటీ ప్రాథమిక నివేదిక",1,0.5
"కమిటీ ప్రాథమిక నివేదిక </s>",1,0.5
"ప్రాథమిక నివేదిక </s> </s>",1,0.5
"నివేదిక </s> </s> </s>",1,0.5
"<s> <s> <s> రాజమౌళి",3,0.0003157761778451434
"<s> <s> రాజమౌళి దర్శకత్వంలో",1,0.16666666666666666
"<s> రాజమౌళి దర్శకత్వంలో తారక్",1,0.5
"చరణ్ కలిసి ఆర్ఆర్ఆర్ చిత్రంలో",1,0.5
"కలిసి ఆర్ఆర్ఆర్ చిత్రంలో కలిసి",1,0.5
"ఆర్ఆర్ఆర్ చిత్రంలో కలిసి నటిస్తోన్న",1,0.5
"చిత్రంలో కలిసి నటిస్తోన్న సంగతి",1,0.5
"కలిసి నటిస్తోన్న సంగతి తెలిసిందే",1,0.5
"నటిస్తోన్న సంగతి తెలిసిందే .",1,0.5
"సంగతి తెలిసిందే . ఈ",13,0.14204545454545456
"తెలిసిందే . ఈ చారిత్రక",1,0.016666666666666666
". ఈ చారిత్రక చిత్రంలో",1,0.5
"ఈ చారిత్రక చిత్రంలో రామ్",1,0.5
"చారిత్రక చిత్రంలో రామ్ చరణ్",1,0.5
"చిత్రంలో రామ్ చరణ్ అల్లూరి",1,0.5
"రామ్ చరణ్ అల్లూరి సీతారామ",1,0.5
"చరణ్ అల్లూరి సీతారామ రాజుగా",1,0.5
"ఎన్టీఆర్ కొమురం భీమ్ గా",1,0.5
"కొమురం భీమ్ గా నటిస్తున్నారు",1,0.5
"భీమ్ గా నటిస్తున్నారు .",1,0.5
"గా నటిస్తున్నారు . </s>",2,0.5
"నటిస్తున్నారు . </s> </s>",10,0.95
"<s> <s> <s> తాగు",20,0.0024630541871921183
"<s> <s> తాగు నీరు",20,0.975
"<s> తాగు నీరు .",20,0.975
"తాగు నీరు . </s>",20,0.975
"నీరు . </s> </s>",20,0.975
"<s> <s> <s> అరచెంచా",1,6.315523556902867e-05
"<s> <s> అరచెంచా నిమ్మతొక్క",1,0.5
"<s> అరచెంచా నిమ్మతొక్క పొడిని",1,0.5
"అరచెంచా నిమ్మతొక్క పొడిని నీటికి",1,0.5
"నిమ్మతొక్క పొడిని నీటికి కలపండి",1,0.5
"పొడిని నీటికి కలపండి .",1,0.5
"నీటికి కలపండి . ఆవిరిలో",1,0.5
"కలపండి . ఆవిరిలో నిమ్మ",1,0.5
". ఆవిరిలో నిమ్మ చర్మంపై",1,0.5
"ఆవిరిలో నిమ్మ చర్మంపై మురికిని",1,0.5
"నిమ్మ చర్మంపై మురికిని తొలగించి",1,0.5
"చర్మాన్ని మెత్తగా మారుస్తుంది ఏమైనా",1,0.5
"మెత్తగా మారుస్తుంది ఏమైనా నల్లని",1,0.5
"మారుస్తుంది ఏమైనా నల్లని మచ్చలుంటే",1,0.5
"ఏమైనా నల్లని మచ్చలుంటే తెల్లబరుస్తుంది",1,0.5
"నల్లని మచ్చలుంటే తెల్లబరుస్తుంది .",1,0.5
"మచ్చలుంటే తెల్లబరుస్తుంది . </s>",1,0.5
"తెల్లబరుస్తుంది . </s> </s>",1,0.5
"<s> <s> <s> Gerbera",1,6.315523556902867e-05
"<s> <s> Gerbera పూలు",1,0.5
"<s> Gerbera పూలు బాల్కనీలు",1,0.5
"Gerbera పూలు బాల్కనీలు న",1,0.5
"పూలు బాల్కనీలు న లేదా",1,0.5
"బాల్కనీలు న లేదా అపార్ట్",1,0.5
"న లేదా అపార్ట్ పెరుగుతాయి",1,0.5
"లేదా అపార్ట్ పెరుగుతాయి .",1,0.5
"అపార్ట్ పెరుగుతాయి . మొక్క",1,0.5
"పెరుగుతాయి . మొక్క పువ్వులు",1,0.5
". మొక్క పువ్వులు 3",1,0.5
"మొక్క పువ్వులు 3 వారాల",1,0.5
"పువ్వులు 3 వారాల వరకు",1,0.5
"3 వారాల వరకు ఉంచి",1,0.5
"వారాల వరకు ఉంచి వర్ధిల్లు",1,0.5
"వరకు ఉంచి వర్ధిల్లు తరువాత",1,0.5
"అదే సమయంలో నిలవదు .",1,0.5
"సమయంలో నిలవదు . మీరు",1,0.5
"నిలవదు . మీరు ఇంటి",1,0.5
". మీరు ఇంటి వద్ద",1,0.5
"మీరు ఇంటి వద్ద మొక్క",1,0.5
"ఇంటి వద్ద మొక్క దాటి",1,0.5
"వద్ద మొక్క దాటి పెరిగే",1,0.5
"మొక్క దాటి పెరిగే నిర్ణయించుకుంటే",1,0.5
"మీరు మంచి లైటింగ్ కోసం",1,0.5
"మంచి లైటింగ్ కోసం సృష్టి",1,0.5
"లైటింగ్ కోసం సృష్టి యొక్క",1,0.5
"కోసం సృష్టి యొక్క శ్రద్ధ",1,0.5
"సృష్టి యొక్క శ్రద్ధ వహించడానికి",1,0.5
"యొక్క శ్రద్ధ వహించడానికి .",1,0.5
"శ్రద్ధ వహించడానికి . మట్టి",1,0.5
"వహించడానికి . మట్టి నిరంతరం",1,0.5
". మట్టి నిరంతరం తడిగా",1,0.5
"మట్టి నిరంతరం తడిగా ఉండాలి",1,0.5
"కానీ నీటితో నిండిన ఉంచవద్దు",1,0.5
"నీటితో నిండిన ఉంచవద్దు .",1,0.5
"నిండిన ఉంచవద్దు . ఖర్చు",1,0.5
"ఉంచవద్దు . ఖర్చు నీటి",1,0.5
". ఖర్చు నీటి తర్వాత",1,0.5
